id,full_name,credit_sco,gender,age,occupation,balance,monthly_ir,address,origin_province,tenure_ye,married,nums_card,nums_service,active_member,last_active_date,last_transaction_month,created_date,exit,customer_segment,engagement_score,loyalty_level,digital_behavior,risk_score,risk_segment,cluster_group
114,Phạm Đức Tùng,655,male,59,Lao động phổ thông,8002063,18000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,0,1,2,5,False,30/11/2024,0,03/10/2024,False,Emerging,25,Bronze,offline,0.3247,Low,1
115,Đặng Kim Lan,676,female,55,Kế toán/Tài chính,12589404,15000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,2,0,2,2,False,16/07/2023,0,26/01/2023,False,Emerging,14,Bronze,offline,0.3418,Low,2
116,Trần Thị Vi,699,female,46,Nội trợ/Sinh viên,20772852,9000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,1,0,3,1,False,13/04/2024,0,31/03/2024,False,Mass,13,Bronze,offline,0.3372,Low,1
117,Phạm Ngọc Chi,650,female,36,Nội trợ/Sinh viên,5554789,9000000,Phường Bến Thành (Q1),Bà Rịa - Vũng Tàu,0,1,5,4,False,23/02/2025,0,04/01/2025,False,Mass,30,Bronze,offline,0.3646,Low,1
118,Bùi Thị Quang,788,male,29,Nội trợ/Sinh viên,3046803,6000000,Xã Vĩnh Lộc A (BC),Bình Dương,0,1,2,4,True,13/06/2025,3381677,28/11/2024,False,Mass,67,Bronze,mobile,0.2229,Low,1
119,Vũ Kim Hoàng,669,male,51,Kinh doanh/Bán hàng,12293876,10000000,Phường Tân Định (Q1),Đồng Nai,1,1,1,7,True,09/04/2025,3702703,05/03/2024,False,Mass,73,Silver,mobile,0.1916,Low,1
120,Nguyễn Anh Xuân,711,female,32,Quản lý/Lãnh đạo,65940413,52000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,2,0,2,4,False,09/04/2023,0,29/01/2023,False,Affluent,21,Bronze,offline,0.2028,Low,2
121,Nguyễn Xuân Hương,729,female,36,Kinh doanh/Bán hàng,8452036,17000000,Phường 7 (Q7),TP. Hồ Chí Minh,1,1,3,2,False,17/01/2024,0,01/10/2023,False,Emerging,16,Bronze,offline,0.3186,Low,1
122,Hoàng Hữu Thảo,679,female,50,Hưu trí,5673715,7000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,3,1,3,1,False,19/04/2024,0,10/11/2021,True,Mass,13,Bronze,offline,0.3769,Low,2
123,Nguyễn Thu Mai,698,female,48,Giáo viên/Giảng viên,68729723,28000000,Phường 14 (Q12),TP. Hồ Chí Minh,1,0,4,8,True,17/05/2025,55413969,08/01/2024,False,Emerging,97,Silver,mobile,0.0933,Low,1
124,Lê Thanh Mai,680,female,33,Lao động phổ thông,7643739,13000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,3,1,3,1,False,11/11/2022,0,18/05/2022,False,Mass,13,Bronze,offline,0.3603,Low,2
125,Vũ Kim Huy,657,male,66,Kinh doanh/Bán hàng,78382689,36000000,Phường 2 (Tân Bình),Long An,1,1,3,4,False,15/03/2025,0,10/08/2023,False,Affluent,24,Bronze,offline,0.2717,Low,1
126,Trần Đức Hoàng,643,male,66,Chủ Doanh nghiệp nhỏ,257307876,93000000,Phường Tân Sơn Nhì (Tân Phú),Tỉnh khác,2,1,3,4,False,02/05/2023,0,28/10/2022,False,Priority,24,Bronze,offline,0.2434,Low,4
127,Nguyễn Kim Hương,703,female,56,Nội trợ/Sinh viên,15333785,11000000,Phường Quang Trung (GV),Long An,3,1,2,7,False,11/05/2024,0,14/06/2022,False,Mass,32,Bronze,offline,0.2609,Low,2
128,Đặng Trần Xuân,688,female,56,Kỹ sư/Chuyên viên IT,178474119,42000000,Phường Hòa Bình (Q11),Bà Rịa - Vũng Tàu,4,1,3,5,False,15/12/2023,0,21/01/2021,False,Affluent,28,Bronze,offline,0.2063,Low,2
129,Mai Hữu Tùng,609,male,56,Lao động phổ thông,21481595,14000000,Phường An Hội (BT),Tỉnh khác,2,1,2,6,False,25/08/2024,0,13/04/2023,True,Mass,28,Bronze,offline,0.3543,Low,2
130,Phạm Đức Duyên,642,female,90,Nhân viên văn phòng/Công chức,15652668,21000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,0,1,2,3,True,12/06/2025,39143453,12/06/2025,False,Emerging,72,Bronze,mobile,0.2437,Low,1
131,Bùi Ngọc Nhiên,652,male,64,Nội trợ/Sinh viên,6015558,9000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,0,1,4,1,False,18/01/2025,0,17/11/2024,True,Mass,16,Bronze,offline,0.3992,Low,1
132,Trần Đức Vân,713,female,58,Giáo viên/Giảng viên,15507827,23000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,1,1,2,5,False,05/11/2024,0,08/02/2024,False,Emerging,25,Bronze,offline,0.2618,Low,1
133,Lê Thanh Hương,723,female,37,Nhân viên văn phòng/Công chức,19161177,26000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,0,1,4,5,True,05/04/2025,66200978,10/12/2024,False,Emerging,86,Bronze,mobile,0.1482,Low,1
134,Phạm Quang Thảo,767,female,44,Kỹ sư/Chuyên viên IT,67329877,63000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,3,0,2,5,False,04/10/2022,0,05/09/2021,False,Priority,25,Bronze,offline,0.19,Low,4
135,Trần Quang Khoa,682,male,90,Nội trợ/Sinh viên,25520430,13000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,3,1,2,2,False,05/12/2024,0,20/03/2022,True,Mass,14,Bronze,offline,0.3313,Low,2
136,Hoàng Thị Vân,678,female,26,Kinh doanh/Bán hàng,32797834,15000000,Phường An Hội (BT),TP. Hồ Chí Minh,3,0,4,1,False,01/10/2023,0,02/02/2022,False,Emerging,16,Bronze,offline,0.3407,Low,2
137,Hoàng Minh Bảo,686,male,41,Nhân viên văn phòng/Công chức,21850308,17000000,Phường Chợ Quán (Q5),Cần Thơ,4,1,2,1,False,18/01/2025,0,29/01/2021,False,Emerging,10,Bronze,offline,0.3336,Low,2
138,Trần Văn Huy,609,male,67,Lao động phổ thông,22359933,14000000,Phường Chợ Quán (Q5),Tiền Giang,1,1,1,3,False,06/07/2024,0,08/02/2024,True,Mass,14,Bronze,offline,0.3913,Low,1
139,Phạm Xuân Châu,646,male,37,Lao động phổ thông,47174349,8000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,4,1,1,3,False,15/04/2024,0,26/01/2021,False,Mass,14,Bronze,offline,0.3573,Low,2
140,Bùi Đức Lan,678,female,59,Nhân viên văn phòng/Công chức,27643308,21000000,Phường Tân Định (Q1),Bà Rịa - Vũng Tàu,2,2,2,3,False,05/06/2023,0,29/11/2022,False,Emerging,17,Bronze,offline,0.3058,Low,2
141,Dương Thị Xuân,770,female,48,Kỹ sư/Chuyên viên IT,199606866,69000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,4,0,3,3,False,12/08/2023,0,14/05/2021,False,Priority,20,Bronze,offline,0.2019,Low,4
142,Hoàng Hoàng Minh,644,male,38,Kỹ sư/Chuyên viên IT,82235684,43000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,3,1,4,5,False,28/12/2024,0,02/11/2021,False,Affluent,31,Bronze,offline,0.2576,Low,2
143,Đặng Thị Quang,617,male,25,Nội trợ/Sinh viên,5432014,6000000,Phường 7 (Q7),Cần Thơ,1,1,2,6,False,14/03/2025,0,17/02/2024,True,Mass,28,Bronze,offline,0.3789,Low,1
144,Trần Kim Châu,613,male,50,Lao động phổ thông,43294357,16000000,Phường 14 (Q12),TP. Hồ Chí Minh,1,1,4,4,False,30/12/2024,0,07/12/2023,False,Emerging,27,Bronze,offline,0.3629,Low,1
145,Trần Xuân Vi,716,female,37,Nội trợ/Sinh viên,2042992,6000000,Xã Vĩnh Lộc A (BC),Bà Rịa - Vũng Tàu,1,0,2,1,False,25/11/2024,0,20/04/2024,False,Mass,10,Bronze,offline,0.3702,Low,1
146,Nguyễn Thu Vũ,702,male,45,Chủ Doanh nghiệp nhỏ,55385194,65000000,Phường Hòa Bình (Q11),Hà Nội,0,1,2,7,False,21/03/2025,0,24/02/2025,False,Priority,32,Bronze,offline,0.1674,Low,1
147,Hoàng Anh Duyên,697,female,55,Kế toán/Tài chính,73125401,32000000,Phường An Hội (BT),TP. Hồ Chí Minh,4,1,2,5,False,03/05/2022,0,16/06/2021,False,Emerging,25,Bronze,offline,0.2281,Low,2
148,Trần Hoàng Nhiên,701,male,62,Nội trợ/Sinh viên,39938509,11000000,Phường 14 (Q12),TP. Hồ Chí Minh,4,3,1,4,False,22/04/2023,0,06/01/2021,False,Mass,18,Bronze,offline,0.2869,Low,2
149,Lê Minh Lan,672,female,40,Nhân viên văn phòng/Công chức,30993880,17000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,4,1,2,1,False,25/06/2022,0,08/03/2021,False,Emerging,10,Bronze,offline,0.3434,Low,2
150,Lê Thị Duyên,673,female,38,Nội trợ/Sinh viên,5267259,8000000,Phường Quang Trung (GV),Đồng Nai,0,1,1,1,False,06/01/2025,0,08/11/2024,True,Mass,7,Bronze,offline,0.3818,Low,1
151,Mai Ngọc Tú,657,male,32,Kế toán/Tài chính,51933257,30000000,Phường An Hội (BT),Long An,3,0,5,1,False,12/09/2024,0,24/08/2021,False,Emerging,19,Bronze,offline,0.3262,Low,2
152,Hoàng Xuân Mai,648,female,63,Kế toán/Tài chính,59955620,43000000,Phường Tân Định (Q1),Long An,3,1,1,6,False,14/03/2022,0,19/10/2021,False,Affluent,26,Bronze,offline,0.2449,Low,2
153,Trần Thu Chi,682,female,90,Lao động phổ thông,25359990,12000000,Xã Vĩnh Lộc A (BC),Bình Dương,0,1,3,2,True,27/06/2025,3467547,14/03/2025,False,Mass,59,Bronze,mobile,0.2283,Low,1
154,Bùi Đức Tùng,704,male,65,Nhân viên văn phòng/Công chức,9533203,17000000,Phường 2 (Tân Bình),Tỉnh khác,0,3,4,2,False,27/01/2025,0,11/11/2024,False,Emerging,20,Bronze,offline,0.3171,Low,1
155,Nguyễn Đức Mai,706,female,70,Giáo viên/Giảng viên,34772678,29000000,Phường Tân Định (Q1),Bình Dương,4,3,4,3,False,20/10/2024,0,14/06/2021,False,Emerging,23,Bronze,offline,0.265,Low,2
156,Lê Thu Dương,731,female,38,Chủ Doanh nghiệp nhỏ,113729689,93000000,Phường Bến Thành (Q1),Bà Rịa - Vũng Tàu,3,1,4,5,False,19/07/2022,0,28/05/2022,False,Priority,31,Bronze,offline,0.1837,Low,4
157,Nguyễn Kim Thành,676,male,54,Kế toán/Tài chính,17848005,21000000,Phường Tân Định (Q1),Đồng Nai,0,1,2,4,False,22/02/2025,0,08/10/2024,False,Emerging,21,Bronze,offline,0.3006,Low,1
158,Lê Trần Hồng,636,female,60,Kế toán/Tài chính,25582685,16000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,0,1,4,4,True,10/04/2025,6863686,27/08/2024,False,Emerging,71,Bronze,mobile,0.2412,Low,1
159,Trần Anh Chi,657,female,20,Kinh doanh/Bán hàng,24043843,28000000,Phường Tân Sơn Nhì (Tân Phú),Tiền Giang,1,0,1,5,False,06/01/2024,0,05/10/2023,False,Emerging,22,Bronze,offline,0.2895,Low,1
160,Đặng Thanh Lan,682,female,34,Kế toán/Tài chính,36733698,32000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,2,1,1,7,False,05/09/2024,0,20/10/2022,False,Emerging,29,Bronze,offline,0.2264,Low,1
161,Bùi Ngọc Thảo,649,female,79,Giáo viên/Giảng viên,13647184,14000000,Xã Vĩnh Lộc A (BC),Tỉnh khác,0,0,1,5,False,27/03/2025,0,21/11/2024,False,Mass,22,Bronze,offline,0.3323,Low,1
162,Dương Đức Châu,629,male,30,Kinh doanh/Bán hàng,156391248,30000000,Phường Quang Trung (GV),Tỉnh khác,4,1,5,4,False,05/04/2023,0,30/06/2021,False,Affluent,30,Bronze,offline,0.3034,Low,2
163,Lê Kim Tùng,675,male,74,Hưu trí,43775273,23000000,Linh Trung (TP Thủ Đức),Long An,2,1,2,4,False,15/09/2024,0,08/04/2023,False,Emerging,21,Bronze,offline,0.2867,Low,2
164,Vũ Ngọc Linh,700,female,30,Nội trợ/Sinh viên,3085841,7000000,Xã Xuân Thới Đông (HM),Tỉnh khác,4,0,3,2,False,11/05/2022,0,22/04/2021,False,Mass,16,Bronze,offline,0.3507,Low,2
165,Dương Anh Yến,717,female,34,Nhân viên văn phòng/Công chức,28143962,26000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,2,2,2,2,False,16/08/2023,0,25/06/2023,False,Emerging,14,Bronze,offline,0.2861,Low,2
166,Phạm Gia Quang,664,male,55,Kỹ sư/Chuyên viên IT,144132921,56000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,1,2,3,False,26/01/2025,0,13/08/2022,False,Affluent,17,Bronze,offline,0.2419,Low,2
167,Hoàng Anh Dũng,649,male,48,Nhân viên văn phòng/Công chức,73609913,22000000,Phường Thắng Lợi (Q10),Tỉnh khác,1,1,2,4,False,30/09/2024,0,31/05/2024,False,Emerging,21,Bronze,offline,0.3085,Low,1
168,Nguyễn Trần Anh,681,male,42,Kỹ sư/Chuyên viên IT,115312065,59000000,Phường An Hội (BT),TP. Hồ Chí Minh,2,1,2,3,False,20/07/2023,0,16/04/2023,False,Affluent,17,Bronze,offline,0.2276,Low,2
169,Dương Thị Xuân,705,female,77,Nhân viên văn phòng/Công chức,35787280,19000000,Phường Tân Sơn Nhì (Tân Phú),Long An,0,1,4,4,False,05/11/2024,0,19/08/2024,False,Emerging,27,Bronze,offline,0.2722,Low,1
170,Hoàng Ngọc Chi,721,female,32,Lao động phổ thông,6103004,12000000,Phường An Hội (BT),TP. Hồ Chí Minh,1,0,2,3,False,11/01/2025,0,16/09/2023,False,Mass,17,Bronze,offline,0.32,Low,1
171,Bùi Ngọc Nam,727,male,45,Kỹ sư/Chuyên viên IT,43659761,48000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,3,3,1,7,True,06/06/2025,145089562,26/01/2022,False,Affluent,84,Gold,mobile,0.0693,Low,3
172,Đặng Kim Mai,669,female,57,Hưu trí,8221285,19000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,0,3,3,7,True,19/06/2025,22002552,06/06/2025,False,Emerging,87,Bronze,mobile,0.1784,Low,1
173,Trần Xuân Thảo,652,female,52,Nội trợ/Sinh viên,75610014,12000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,4,1,2,4,False,08/08/2022,0,06/01/2021,False,Emerging,21,Bronze,offline,0.3252,Low,2
174,Hoàng Xuân Chi,615,female,39,Kinh doanh/Bán hàng,11516811,17000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,3,1,3,2,False,03/05/2024,0,01/11/2021,False,Emerging,16,Bronze,offline,0.3999,Low,2
175,Nguyễn Trần Mai,653,female,39,Lao động phổ thông,5543431,8000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,0,1,3,4,True,20/06/2025,13151481,12/04/2025,False,Mass,79,Bronze,mobile,0.2587,Low,1
176,Hoàng Xuân Yến,760,female,62,Chủ Doanh nghiệp nhỏ,345464536,166000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,3,1,2,3,False,26/05/2023,0,22/01/2022,False,Priority,17,Bronze,offline,0.1953,Low,4
177,Dương Văn Mai,560,female,63,Giáo viên/Giảng viên,31285242,35000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,1,4,3,False,14/11/2024,0,14/10/2022,False,Affluent,23,Bronze,offline,0.3943,Low,2
178,Vũ Anh Duyên,647,female,52,Lao động phổ thông,8465410,9000000,Phường Chợ Quán (Q5),Bà Rịa - Vũng Tàu,0,1,1,1,True,01/07/2025,4407032,11/06/2025,False,Mass,52,Bronze,mobile,0.2951,Low,1
179,Mai Hoàng Nam,723,male,36,Kỹ sư/Chuyên viên IT,15147297,29000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,1,0,5,4,True,21/06/2025,16779914,26/10/2023,False,Emerging,76,Silver,mobile,0.1575,Low,1
180,Bùi Thị Lan,722,female,39,Kế toán/Tài chính,22292862,33000000,Linh Trung (TP Thủ Đức),TP. Hồ Chí Minh,1,2,2,1,False,25/03/2025,0,14/12/2023,True,Emerging,10,Bronze,offline,0.2874,Low,1
181,Vũ Xuân Mai,725,female,47,Lao động phổ thông,10999413,14000000,Phường Bến Thành (Q1),Long An,0,1,1,1,False,20/11/2024,0,02/09/2024,True,Mass,7,Bronze,offline,0.3339,Low,1
182,Mai Thanh Hồng,745,female,49,Kỹ sư/Chuyên viên IT,100134599,68000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,1,1,2,6,True,19/06/2025,143510937,30/06/2024,False,Priority,84,Silver,mobile,0.0678,Low,3
183,Mai Xuân Dương,592,female,56,Lao động phổ thông,16696014,11000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,0,1,2,4,True,25/04/2025,2641690,13/10/2024,False,Mass,63,Bronze,mobile,0.3004,Low,1
184,Hoàng Thu Tùng,789,male,44,Chủ Doanh nghiệp nhỏ,127450616,133000000,Xã Vĩnh Lộc A (BC),Bình Dương,4,1,2,4,False,13/09/2022,0,21/05/2021,False,Priority,21,Bronze,offline,0.1949,Low,4
185,Dương Ngọc Khoa,627,male,61,Lao động phổ thông,14883618,11000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,3,1,2,2,False,07/02/2025,0,21/07/2021,True,Mass,14,Bronze,offline,0.3968,Low,2
186,Bùi Hữu Nam,721,male,61,Kinh doanh/Bán hàng,24116340,42000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,2,0,4,1,False,04/11/2022,0,06/09/2022,True,Affluent,16,Bronze,offline,0.2684,Low,2
187,Bùi Minh Trung,662,male,71,Kế toán/Tài chính,42116259,22000000,Phường 7 (Q7),Long An,2,2,2,5,False,23/01/2024,0,05/01/2023,False,Emerging,25,Bronze,offline,0.2897,Low,2
188,Đặng Trần Nam,674,male,47,Kế toán/Tài chính,5383122,30000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,2,1,2,3,False,23/11/2024,0,24/04/2023,False,Emerging,17,Bronze,offline,0.3115,Low,2
189,Nguyễn Thị Tùng,677,male,52,Lao động phổ thông,19740387,12000000,Phường An Hội (BT),Bà Rịa - Vũng Tàu,1,1,3,5,False,14/12/2024,0,02/06/2024,False,Mass,28,Bronze,offline,0.3039,Low,1
190,Trần Quang Minh,684,male,45,Lao động phổ thông,23978525,14000000,Phường Quang Trung (GV),Tiền Giang,1,2,4,1,True,17/05/2025,22705899,03/08/2023,False,Mass,71,Silver,mobile,0.2355,Low,1
191,Bùi Anh Vi,642,female,36,Hưu trí,20056288,8000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,4,1,4,2,False,30/08/2023,0,20/01/2021,False,Mass,20,Bronze,offline,0.3842,Low,2
192,Trần Thị Trọng,638,male,90,Giáo viên/Giảng viên,17127749,15000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,2,1,3,1,False,11/06/2024,0,24/06/2023,True,Emerging,13,Bronze,offline,0.3886,Low,2
193,Phạm Đức Duyên,696,female,68,Lao động phổ thông,16367515,9000000,Phường 2 (Tân Bình),Bình Dương,2,1,4,2,False,23/10/2023,0,11/09/2022,False,Mass,20,Bronze,offline,0.3306,Low,2
194,Đặng Quang Dũng,736,male,61,Nội trợ/Sinh viên,26293468,4000000,Xã Xuân Thới Đông (HM),Bình Dương,2,1,2,2,False,28/09/2024,0,21/02/2023,True,Mass,14,Bronze,offline,0.3309,Low,2
195,Trần Hữu Hương,723,female,47,Nhân viên văn phòng/Công chức,44648501,21000000,Phường 2 (Tân Bình),Hà Nội,2,2,1,6,False,11/10/2022,0,28/08/2022,False,Emerging,26,Bronze,offline,0.2405,Low,2
196,Phạm Thu Thành,648,male,35,Nội trợ/Sinh viên,21153358,9000000,Phường Tân Định (Q1),Đồng Nai,0,1,2,5,True,23/05/2025,9242912,05/11/2024,False,Mass,75,Bronze,mobile,0.233,Low,1
197,Vũ Xuân Ánh,669,female,64,Chủ Doanh nghiệp nhỏ,171433363,55000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,2,1,1,3,False,24/11/2023,0,10/08/2022,False,Affluent,14,Bronze,offline,0.2348,Low,2
198,Hoàng Thu Thành,681,male,45,Quản lý/Lãnh đạo,141410187,106000000,Phường Vĩnh Hội (Q4),Bà Rịa - Vũng Tàu,3,1,4,3,False,05/03/2023,0,29/05/2022,False,Priority,23,Bronze,offline,0.2251,Low,4
199,Mai Kim Ngọc,702,female,54,Kế toán/Tài chính,45470618,24000000,Xã Xuân Thới Đông (HM),Đồng Nai,2,1,3,1,False,26/07/2023,0,22/06/2023,False,Emerging,13,Bronze,offline,0.2968,Low,2
200,Lê Gia Minh,641,male,39,Kế toán/Tài chính,30303471,27000000,Phường 7 (Q7),TP. Hồ Chí Minh,2,0,1,3,False,27/06/2024,0,28/08/2022,False,Emerging,14,Bronze,offline,0.3297,Low,2
201,Mai Hoàng Dũng,630,male,51,Kế toán/Tài chính,13096426,27000000,Phường Quang Trung (GV),Đồng Nai,0,1,4,4,True,22/06/2025,50977165,30/05/2025,False,Emerging,82,Bronze,mobile,0.2333,Low,1
202,Hoàng Gia Dương,649,female,40,Kỹ sư/Chuyên viên IT,105942480,37000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,1,1,3,3,False,12/07/2024,0,14/09/2023,False,Affluent,20,Bronze,offline,0.2866,Low,1
203,Nguyễn Thị Hương,599,female,41,Hưu trí,3925692,15000000,Phường 2 (Tân Bình),Đồng Nai,3,1,3,3,False,21/01/2023,0,16/10/2021,False,Emerging,20,Bronze,offline,0.4203,Medium,2
204,Đặng Thị Mai,724,female,51,Nhân viên văn phòng/Công chức,18608412,17000000,Linh Trung (TP Thủ Đức),TP. Hồ Chí Minh,0,1,2,2,True,20/06/2025,26650761,08/06/2025,False,Emerging,68,Bronze,mobile,0.2041,Low,1
205,Dương Đức Quang,704,male,30,Nội trợ/Sinh viên,7051126,10000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,2,0,4,5,False,13/12/2024,0,25/01/2023,True,Mass,31,Bronze,offline,0.2973,Low,1
206,Lê Xuân Vi,765,female,30,Chủ Doanh nghiệp nhỏ,45272538,145000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,0,1,1,8,False,06/02/2025,0,31/07/2024,False,Priority,33,Bronze,offline,0.1573,Low,4
207,Vũ Văn Linh,673,female,37,Nội trợ/Sinh viên,8208002,12000000,Thị trấn Tân Túc (BC),Tiền Giang,1,1,5,2,True,05/04/2025,9251600,22/06/2024,False,Mass,70,Silver,mobile,0.2509,Low,1
208,Bùi Anh Minh,655,male,44,Nhân viên văn phòng/Công chức,57896132,18000000,Phường 14 (Q12),Tỉnh khác,4,2,2,3,False,01/12/2024,0,10/05/2021,True,Emerging,17,Bronze,offline,0.3259,Low,2
209,Lê Thị Dương,682,female,62,Nhân viên văn phòng/Công chức,16171356,11000000,Phường Tân Định (Q1),Đồng Nai,3,1,4,1,False,14/01/2022,0,14/10/2021,True,Mass,16,Bronze,offline,0.3533,Low,2
210,Vũ Thị Mai,706,female,45,Giáo viên/Giảng viên,28687292,14000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,3,1,2,3,False,11/11/2022,0,19/07/2021,False,Mass,17,Bronze,offline,0.2973,Low,2
211,Nguyễn Thanh Xuân,658,female,47,Giáo viên/Giảng viên,36524757,15000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,0,1,2,2,True,07/05/2025,34105073,05/10/2024,True,Emerging,68,Bronze,mobile,0.2419,Low,1
212,Dương Xuân Quang,694,male,43,Nhân viên văn phòng/Công chức,15930140,11000000,Phường 7 (Q7),Long An,1,1,2,2,True,21/06/2025,8869112,30/09/2023,False,Mass,62,Silver,mobile,0.2239,Low,1
213,Dương Hữu Hưng,632,male,52,Lao động phổ thông,7967801,8000000,Phường 14 (Q12),TP. Hồ Chí Minh,2,3,2,2,False,08/09/2023,0,29/01/2023,True,Mass,14,Bronze,offline,0.4053,Medium,2
214,Lê Xuân Dũng,633,male,36,Hưu trí,16397551,13000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,2,0,3,2,False,24/04/2023,0,13/01/2023,True,Mass,16,Bronze,offline,0.3856,Low,2
215,Lê Văn Vi,661,female,46,Kỹ sư/Chuyên viên IT,90296999,68000000,Phường Hòa Bình (Q11),Đồng Nai,2,0,3,8,False,03/01/2024,0,27/03/2023,False,Priority,39,Silver,offline,0.188,Low,4
216,Mai Thị Ngọc,800,female,54,Quản lý/Lãnh đạo,90482771,104000000,Linh Trung (TP Thủ Đức),TP. Hồ Chí Minh,0,1,4,8,False,05/01/2025,0,19/09/2024,False,Priority,42,Bronze,offline,0.149,Low,4
217,Bùi Quang Ngọc,800,female,51,Kỹ sư/Chuyên viên IT,129031973,83000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,3,1,5,3,False,14/11/2024,0,15/09/2021,False,Priority,26,Bronze,offline,0.2072,Low,4
218,Bùi Thu Vũ,767,male,47,Kế toán/Tài chính,16749550,33000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,3,1,2,3,False,09/07/2023,0,19/03/2022,False,Emerging,17,Bronze,offline,0.2658,Low,2
219,Vũ Minh Vũ,744,male,48,Kế toán/Tài chính,45376482,17000000,Phường Quang Trung (GV),Đồng Nai,3,1,1,3,False,17/07/2022,0,24/10/2021,True,Emerging,14,Bronze,offline,0.2858,Low,2
220,Bùi Anh Dũng,664,male,55,Kinh doanh/Bán hàng,45607708,40000000,Linh Trung (TP Thủ Đức),Cần Thơ,4,1,2,5,False,18/11/2021,0,22/02/2021,False,Affluent,25,Bronze,offline,0.2507,Low,2
221,Dương Thu Bảo,723,male,90,Nhân viên văn phòng/Công chức,38227070,13000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,2,0,3,1,False,11/11/2022,0,26/10/2022,False,Mass,13,Bronze,offline,0.3209,Low,2
